데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-22 10:52,ICW0W2100497,255,106,1166,35,24,23,76,59
2024-03-22 10:55,ICW0W2100491,43,22,1349,60000,26.1,26,75,52
2024-03-22 10:52,ICW0W2100485,31,10,1141,0,23.5,29,62,88
2024-03-22 10:52,ICW0W2100481,25,10,1408,6000,21.4,32,77,63
2024-03-22 10:53,ICW0W2100479,20,7,968,215,24.7,21,87,89
2024-03-22 10:52,ICW0W2100489,48,15,217,5,23.5,25,80,96
2024-03-22 10:52,ICW0W2100467,11,3,,6000,22.5,25,86,62
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-22 10:52,ICW0W2100462,20,7,8,1250,24.4,23,60,77
2024-03-22 10:52,ICW0W2100460,28,9,789,0,22.7,27,79,95
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-22 10:52,ICW0W2100455,28,10,1102,6000,25.9,26,59,65
2024-03-22 10:52,ICW0W2000512,28,11,561,6000,31.6,17,58,53
2024-03-22 10:52,ICW0W2001000,70,28,16,262,17.8,26,61,88
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-22 10:52,ICW0W2000951,47,13,317,18,21.1,23,68,96
2024-03-22 10:52,ICW0W2000956,34,20,917,515,20.5,32,54,84
2024-03-22 10:52,ICW0W2000996,12,12,743,3733,21.1,27,51,71
2024-03-22 10:52,ICW0W2000991,15,10,642,76,20.5,24,65,96
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-22 10:52,ICW0W2000983,12,8,120,89,15.8,28,63,92
2024-03-22 10:52,ICW0W2000955,19,13,605,317,18,25,64,92
2024-03-22 10:52,ICW0W2000987,30,18,840,117,22.6,25,62,92
2024-03-22 10:52,ICW0W2000978,20,13,477,83,15,26,43,89
2024-03-22 10:52,ICW0W2000922,23,7,431,308,22.5,30,65,94
2024-03-22 10:52,ICW0W2000926,9,3,137,290,27.9,22,55,90
2024-03-22 10:52,ICW0W2000977,17,11,667,117,20,26,61,95
2024-03-22 10:52,ICW0W2000933,17,5,613,128,22.5,23,54,96
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-22 10:52,ICW0W2000973,25,16,411,9,18.9,22,62,96
2024-03-22 10:52,ICW0W2000972,30,19,591,85,19.9,20,57,93
2024-03-22 10:52,ICW0W2000968,8,6,619,186,25.7,19,63,90
2024-03-22 10:52,ICW0W2000944,2,1,1909,1266,20.8,34,75,71
2024-03-22 10:52,ICW0W2000964,29,19,593,69,17.7,23,76,90
2024-03-22 10:52,ICW0W2000924,145,50,656,20,21.1,24,86,76
2024-03-22 10:52,ICW0W2000505,10,4,498,1462,22.5,23,71,78
2024-03-22 10:52,V01T1623100,25,12,324,125,21.9,18,30,93
2024-03-22 10:52,V01T1623130,15,7,418,125,28.9,10,33,87
2024-03-22 10:52,V01T1623129,22,10,606,125,22.6,21,30,95
2024-03-22 10:52,V01T1623123,13,6,506,128,23.8,17,30,94
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-22 10:51,V01T1623118,1,1,390,129,23.7,22,34,99
2024-03-22 10:51,V01T1623117,14,7,454,147,23.2,17,30,94
2024-03-22 10:52,V01T1623116,36,17,418,125,29.1,13,36,84
2024-03-22 9:14,V01T1623113,8,4,427,125,23.9,12,30,95
2024-03-22 9:10,V01T1623112,6,3,421,137,23.7,21,30,98
2024-03-22 10:52,V01T1623109,48,21,2362,127,10.9,34,41,64
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-22 10:52,V01T1623105,38,17,430,125,20.7,17,30,90
2024-03-22 10:52,V01T1623102,8,4,581,136,26.4,13,30,91
2024-03-22 10:52,ICW0W2000503,8,2,488,104,22.2,26,67,98
2024-03-22 10:52,ICW0W2000455,21,7,155,58,19.2,29,63,99
2024-03-22 10:49,ICW0W2000447,8,2,536,275,21.4,27,51,96
2024-03-22 10:52,ICW0W2000459,19,7,861,51,20.5,25,60,95
2024-03-22 10:52,ICW0W2000507,6,3,716,58,23.5,23,55,98
2024-03-22 10:52,ICW0W2000501,12,4,470,2647,19.5,25,69,76
2024-03-22 10:52,ICW0W2000500,12,7,2500,90,29.1,19,62,68
2024-03-22 10:52,ICW0W2000380,29,10,451,2123,16.5,30,51,72
2024-03-22 10:52,ICW0W2000275,4,1,510,189,16.9,35,52,98
2024-03-22 10:52,ICW0W2000388,15,5,646,363,19.2,28,47,93
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-22 10:52,ICW0W2000287,12,3,1007,137,23.9,24,66,92
2024-03-22 10:52,ICW0W2000398,22,7,619,86,21.9,24,63,96
2024-03-22 10:52,ICW0W2000974,35,22,643,43,18.6,25,66,93
2024-03-22 10:52,ICW0W2000248,5,2,2469,237,27.9,21,66,70
2024-03-22 10:52,ICW0W2000262,28,9,492,22,17.1,28,57,93
2024-03-22 10:51,ICW0W2100488,23,9,460,149,22.7,17,72,92
2024-03-22 10:51,ICW0W2100506,1,0,88,5,14.1,24,60,95
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-22 10:51,ICW0W2100582,29,10,679,54,21.7,22,70,95
2024-03-22 10:51,ICW0W2100579,12,5,0,1065,26.3,14,60,75
2024-03-22 10:52,ICW0W2100562,29,15,591,398,23.6,15,63,87
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-22 13:56,ICW0W2100488,26,9,431,242,24.2,16,70,88
2024-03-22 13:56,ICW0W2100506,26,9,463,54,23.2,22,73,96
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-22 13:56,ICW0W2100582,31,11,682,179,22.3,25,60,93
2024-03-22 13:56,ICW0W2100579,8,3,0,291,27.8,14,64,88
2024-03-22 13:57,ICW0W2100562,35,18,545,246,24.9,15,57,85
2024-03-22 13:56,ICW0W2100560,11,4,880,6000,24.1,22,55,64
2024-03-22 13:56,ICW0W2100549,16,6,1319,226,21.8,26,72,83
2024-03-22 13:56,ICW0W2100509,25,9,50,6000,22.4,25,59,69
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-22 13:56,ICW0W2100497,266,111,1198,54,26.4,25,52,54
2024-03-22 13:59,ICW0W2100491,6,3,1250,14773,26.2,24,68,59
2024-03-22 13:56,ICW0W2100485,25,8,658,0,23.8,27,60,96
2024-03-22 13:56,ICW0W2100481,4,1,1769,6000,21.6,37,56,67
2024-03-22 13:57,ICW0W2100479,19,7,551,90,25.2,18,56,90
2024-03-22 13:56,ICW0W2100489,10,3,74,12,24,25,64,100
2024-03-22 13:56,ICW0W2100467,11,3,,6000,23.2,22,77,62
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-22 13:56,ICW0W2100462,10,3,54,396,24.7,22,73,93
2024-03-22 13:56,ICW0W2100460,10,3,618,0,22.9,24,58,98
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-22 13:56,ICW0W2100455,29,9,663,0,24.6,29,60,93
2024-03-22 13:56,ICW0W2000512,28,10,558,6000,24.6,23,52,63
2024-03-22 13:56,ICW0W2001000,19,11,40,66,18.7,25,60,99
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-22 13:56,ICW0W2000951,31,9,362,209,23.6,25,53,94
2024-03-22 13:56,ICW0W2000956,13,8,1055,3201,22.5,33,62,75
2024-03-22 13:56,ICW0W2000996,14,13,785,39158,23.3,28,51,57
2024-03-22 13:56,ICW0W2000991,32,21,668,62,21.2,28,60,93
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-22 13:56,ICW0W2000983,10,6,1,1132,17.4,32,63,78
2024-03-22 13:56,ICW0W2000955,22,14,541,129,19.7,25,64,94
2024-03-22 13:56,ICW0W2000987,14,8,871,285,23.8,26,60,92
2024-03-22 13:56,ICW0W2000978,26,15,485,65,15.5,26,52,88
2024-03-22 13:56,ICW0W2000922,15,4,369,96,23.3,28,59,98
2024-03-22 13:56,ICW0W2000926,11,3,239,307,28.3,25,50,89
2024-03-22 13:56,ICW0W2000977,12,8,936,3297,21.8,27,58,72
2024-03-22 13:56,ICW0W2000933,30,9,492,374,22.6,23,54,92
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-22 13:56,ICW0W2000973,13,8,374,721,19.9,24,53,85
2024-03-22 13:53,ICW0W2000972,129,90,847,110,23.7,21,59,70
2024-03-22 13:56,ICW0W2000968,18,11,698,3410,25.8,21,57,69
2024-03-22 13:56,ICW0W2000944,4,2,1281,1834,20.6,32,73,75
2024-03-22 13:56,ICW0W2000964,26,16,613,1022,19.6,25,59,76
2024-03-22 13:56,ICW0W2000924,16,4,534,104,21,25,63,97
2024-03-22 13:56,ICW0W2000505,12,5,463,121,23.9,22,58,97
2024-03-22 13:56,V01T1623100,56,24,1403,215,23.9,34,47,77
2024-03-22 13:56,V01T1623130,26,12,440,140,22,18,30,92
2024-03-22 13:56,V01T1623129,24,11,574,125,23.1,22,30,95
2024-03-22 13:56,V01T1623123,39,18,567,125,24,19,34,89
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-22 13:55,V01T1623118,1,1,479,153,24.9,20,35,95
2024-03-22 13:55,V01T1623117,44,20,432,131,23.4,16,30,90
2024-03-22 13:56,V01T1623116,33,15,1143,168,27.4,22,40,78
2024-03-22 13:56,V01T1623113,20,10,489,127,23.1,14,31,93
2024-03-22 13:56,V01T1623112,37,17,422,141,27.6,13,46,83
2024-03-22 13:56,V01T1623109,43,19,2362,154,11.2,35,43,68
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-22 13:56,V01T1623105,39,18,666,286,21.1,22,32,90
2024-03-22 13:56,V01T1623102,42,19,994,306,26.3,19,47,82
2024-03-22 13:56,ICW0W2000503,6,1,832,357,21.6,31,50,94
2024-03-22 13:56,ICW0W2000455,11,4,202,152,20.2,33,69,99
2024-03-22 13:56,ICW0W2000447,10,3,751,214,21.2,29,58,95
2024-03-22 13:56,ICW0W2000459,26,8,703,30,21.5,24,61,95
2024-03-22 13:56,ICW0W2000507,5,3,849,930,24.5,24,51,77
2024-03-22 13:56,ICW0W2000501,8,3,634,1229,23.3,25,66,79
2024-03-22 13:56,ICW0W2000500,9,5,2500,528,26.9,23,61,74
2024-03-22 13:56,ICW0W2000380,24,7,488,187,18.5,30,61,95
2024-03-22 13:56,ICW0W2000275,8,2,971,512,18.7,36,50,92
2024-03-22 13:56,ICW0W2000388,11,4,721,6000,17.7,30,47,64
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-22 13:56,ICW0W2000287,11,3,722,95,23.5,24,52,97
2024-03-22 13:56,ICW0W2000398,33,11,543,70,20.7,26,63,95
2024-03-22 13:56,ICW0W2000974,2,1,1850,531,19.4,34,55,79
2024-03-22 13:56,ICW0W2000248,34,10,1442,5,22.2,22,64,81
2024-03-22 13:56,ICW0W2000262,28,8,572,30,17,30,56,93
2024-03-22 13:55,ICW0W2100488,25,9,438,238,24.2,16,72,88
2024-03-22 13:55,ICW0W2100506,26,10,446,54,23.3,21,76,96
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-22 13:55,ICW0W2100582,33,11,674,196,22.3,25,60,92
2024-03-22 13:55,ICW0W2100579,8,3,0,287,27.8,14,64,88
2024-03-22 13:56,ICW0W2100562,33,17,553,274,24.9,15,58,85
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-22 16:47,ICW0W2100481,10,3,2066,3953,22.2,41,74,73
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-22 16:47,ICW0W2100582,22,6,717,105,22.8,26,67,95
2024-03-22 16:47,ICW0W2100579,5,1,0,234,28,17,66,89
2024-03-22 16:48,ICW0W2100562,17,8,593,1338,24.8,20,61,74
2024-03-22 16:47,ICW0W2100560,13,4,579,6000,23.4,24,65,68
2024-03-22 16:47,ICW0W2100549,14,5,1371,234,19.6,32,73,82
2024-03-22 16:47,ICW0W2100509,19,6,335,6000,23.4,29,78,68
2024-03-22 16:47,ICW0W2100506,23,7,519,29,19.2,32,63,97
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-22 16:47,ICW0W2100497,228,95,681,35,25.6,24,72,63
2024-03-22 16:50,ICW0W2100491,5,2,872,12771,24.8,25,60,56
2024-03-22 16:47,ICW0W2100489,10,2,2,2,23.5,24,67,100
2024-03-22 16:47,ICW0W2100488,18,6,468,360,24.4,20,73,91
2024-03-22 16:47,ICW0W2100485,20,6,543,0,23.4,29,79,97
2024-03-22 16:47,ICW0W2100479,23,7,1000,354,24.2,28,62,87
2024-03-22 16:47,ICW0W2100467,9,2,,6000,23.4,23,84,63
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-22 16:47,ICW0W2100462,5,1,58,6000,25.8,27,57,68
2024-03-22 16:47,ICW0W2100460,10,3,711,0,22.8,28,80,98
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-22 16:47,ICW0W2100455,12,3,1296,6000,24.5,31,68,64
2024-03-22 16:47,ICW0W2001000,17,11,114,460,16.6,29,53,87
2024-03-22 16:47,ICW0W2000996,23,17,798,483,23.4,28,59,86
2024-03-22 16:47,ICW0W2000991,13,7,579,85,21.3,30,64,97
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-22 16:47,ICW0W2000987,11,6,751,121,23.8,26,59,96
2024-03-22 16:47,ICW0W2000983,8,4,50,236,17.7,34,61,95
2024-03-22 16:47,ICW0W2000978,13,8,597,263,15.8,28,45,87
2024-03-22 16:47,ICW0W2000977,7,4,1202,1306,21.6,30,58,76
2024-03-22 16:47,ICW0W2000974,10,6,1036,700,19.6,33,75,84
2024-03-22 16:47,ICW0W2000973,11,6,501,800,21.1,28,52,83
2024-03-22 13:53,ICW0W2000972,129,90,847,110,23.7,21,59,70
2024-03-22 16:47,ICW0W2000968,8,5,686,246,25.3,23,74,92
2024-03-22 16:47,ICW0W2000964,18,10,476,102,18.9,29,61,96
2024-03-22 16:47,ICW0W2000956,80,32,953,6000,21.3,35,62,64
2024-03-22 16:47,ICW0W2000955,12,8,556,424,19.1,29,64,90
2024-03-22 16:47,ICW0W2000951,31,7,447,5705,24.3,33,64,64
2024-03-22 16:44,ICW0W2000944,3,2,777,918,20.9,33,49,81
2024-03-22 16:47,ICW0W2000933,18,5,415,61,23,28,56,98
2024-03-22 16:47,ICW0W2000926,3,1,413,618,28.3,27,50,81
2024-03-22 16:47,ICW0W2000924,14,3,584,32,21.7,30,60,98
2024-03-22 16:47,ICW0W2000922,25,7,187,0,21,30,65,99
2024-03-22 16:47,V01T1623130,1,1,595,198,22.8,21,42,97
2024-03-22 16:47,V01T1623129,36,16,577,125,23,22,30,93
2024-03-22 16:47,V01T1623123,1,1,808,232,26.2,21,46,93
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-22 16:46,V01T1623118,15,7,550,249,25,22,39,91
2024-03-22 16:46,V01T1623117,31,14,1048,627,24.5,25,52,79
2024-03-22 16:11,V01T1623116,33,15,1561,464,24.7,27,40,73
2024-03-22 16:47,V01T1623113,29,14,644,149,24.3,17,30,87
2024-03-22 16:47,V01T1623112,57,25,728,508,27.9,24,49,76
2024-03-22 16:47,V01T1623109,38,17,2362,208,11,38,40,68
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-22 16:47,V01T1623105,37,17,850,516,20.7,27,33,84
2024-03-22 16:47,V01T1623102,8,4,1591,680,26.4,22,42,73
2024-03-22 16:47,V01T1623100,42,19,522,127,22.3,28,30,92
2024-03-22 16:47,ICW0W2000512,20,7,520,145,23.7,28,76,96
2024-03-22 16:47,ICW0W2000507,5,3,949,955,25.2,25,53,76
2024-03-22 16:47,ICW0W2000505,7,2,1038,573,24.1,28,72,84
2024-03-22 16:47,ICW0W2000503,1,0,808,593,20,34,61,88
2024-03-22 16:47,ICW0W2000501,5,2,1161,4244,23.6,31,75,73
2024-03-22 16:47,ICW0W2000500,4,2,2500,9,23.7,27,60,80
2024-03-22 16:47,ICW0W2000459,20,5,916,35,21.9,30,63,95
2024-03-22 16:47,ICW0W2000455,6,2,148,67,20.4,36,60,100
2024-03-22 16:46,ICW0W2000447,12,2,1964,3275,21.9,38,68,71
2024-03-22 16:47,ICW0W2000398,23,6,513,36,20.3,30,65,97
2024-03-22 16:47,ICW0W2000388,9,3,812,6000,17.5,31,47,64
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-22 16:47,ICW0W2000380,25,6,721,6000,20.3,37,69,70
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-22 16:47,ICW0W2000287,9,2,910,117,23.5,27,52,96
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-22 16:47,ICW0W2000275,7,2,788,425,18.9,36,50,94
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-22 16:47,ICW0W2000262,20,6,806,51,16.2,33,63,93
2024-03-22 16:47,ICW0W2000248,21,4,2385,242,21.8,28,65,76
2024-03-22 16:46,ICW0W2100481,9,3,2061,3889,22.1,41,73,73
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-22 16:46,ICW0W2100582,20,6,722,105,22.8,26,67,95
2024-03-22 16:46,ICW0W2100579,6,2,0,237,28,17,68,89
2024-03-22 16:47,ICW0W2100562,17,8,599,1430,24.8,20,65,74
2024-03-22 16:46,ICW0W2100560,14,4,587,6000,23.4,24,66,68
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-25 9:09,ICW0W2100481,8,2,723,5966,21.7,35,62,72
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 9:09,ICW0W2100582,14,5,546,139,25.3,23,66,93
2024-03-25 9:09,ICW0W2100579,17,6,0,104,24.8,19,66,93
2024-03-25 9:10,ICW0W2100562,127,64,629,891,23.9,21,83,64
2024-03-25 9:09,ICW0W2100560,9,3,877,6000,25.3,26,56,64
2024-03-23 16:03,ICW0W2100549,35,13,1395,93,21.6,39,75,84
2024-03-25 9:09,ICW0W2100509,27,9,18,6000,20.5,30,84,69
2024-03-25 9:09,ICW0W2100506,0,0,74,2,14.8,33,59,96
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-25 9:09,ICW0W2100497,6,2,780,19,22.9,25,71,98
2024-03-25 9:12,ICW0W2100491,9,5,846,1909,23.2,28,71,76
2024-03-25 9:09,ICW0W2100489,7,2,44,0,21.7,28,69,100
2024-03-25 9:09,ICW0W2100488,62,23,329,22,20.5,22,65,93
2024-03-25 9:09,ICW0W2100485,24,7,599,0,21.7,29,73,97
2024-03-25 9:10,ICW0W2100479,25,9,492,22,21.9,24,75,97
2024-03-25 9:09,ICW0W2100467,9,3,,6000,23.2,25,86,63
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-25 9:09,ICW0W2100462,131,45,143,241,22.3,28,73,79
2024-03-25 8:31,ICW0W2100460,5,2,385,0,22.4,28,60,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-25 9:09,ICW0W2100455,30,10,1153,0,24.2,35,65,89
2024-03-25 9:09,ICW0W2001000,12,7,74,34,17.2,33,61,97
2024-03-25 9:09,ICW0W2000996,55,48,535,987,20.1,30,57,74
2024-03-25 9:09,ICW0W2000991,15,8,606,89,18.6,30,64,96
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-25 9:09,ICW0W2000987,45,25,564,98,21.1,29,62,92
2024-03-25 9:09,ICW0W2000983,8,5,98,46,15.3,35,67,97
2024-03-25 9:09,ICW0W2000978,18,11,377,47,16.9,31,44,94
2024-03-25 9:09,ICW0W2000977,28,16,533,49,21.3,30,72,94
2024-03-25 9:09,ICW0W2000974,37,21,995,575,17.4,37,80,83
2024-03-25 9:09,ICW0W2000973,29,17,449,121,19,31,69,94
2024-03-25 9:09,ICW0W2000972,5000,3500,541,24,24.2,21,68,37
2024-03-25 9:09,ICW0W2000968,53,31,530,134,24.5,22,63,87
2024-03-25 9:09,ICW0W2000964,43,26,484,26,17.3,28,75,90
2024-03-25 9:09,ICW0W2000956,13,6,501,46,17.5,31,62,95
2024-03-25 9:09,ICW0W2000955,8,6,525,26,15.4,30,67,91
2024-03-25 9:09,ICW0W2000951,10,2,305,11,21.8,28,67,100
2024-03-25 9:09,ICW0W2000944,2,1,385,50,17,32,61,97
2024-03-25 9:09,ICW0W2000933,9,2,573,480,21.3,29,65,90
2024-03-25 9:09,ICW0W2000926,3,1,165,7,27.9,21,51,95
2024-03-25 9:09,ICW0W2000924,13,3,594,5,20.8,29,72,98
2024-03-25 9:09,ICW0W2000922,4,1,349,46,21.9,33,76,100
2024-03-25 9:09,V01T1623130,1,1,406,136,17.7,30,30,96
2024-03-25 9:09,V01T1623129,36,17,487,125,22.4,27,48,93
2024-03-25 9:09,V01T1623123,32,15,517,126,24,23,35,93
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-25 9:08,V01T1623118,1,1,413,131,23.3,25,31,99
2024-03-25 9:08,V01T1623117,28,13,514,148,26.3,21,41,91
2024-03-25 9:09,V01T1623116,47,21,2362,126,19.2,34,37,74
2024-03-25 9:09,V01T1623113,22,10,436,126,22.9,21,31,96
2024-03-25 9:09,V01T1623112,18,8,349,125,22.8,26,30,97
2024-03-25 9:09,V01T1623109,88,34,2362,125,13.2,45,42,71
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-25 9:09,V01T1623105,75,30,389,127,19.3,27,31,90
2024-03-25 9:09,V01T1623102,17,8,567,139,23.5,21,31,95
2024-03-25 8:40,V01T1623100,31,14,402,125,21.9,30,30,94
2024-03-25 9:09,ICW0W2000512,29,10,560,40,31.2,21,68,85
2024-03-25 9:09,ICW0W2000507,2,1,554,44,20.6,31,50,99
2024-03-25 9:09,ICW0W2000505,11,4,420,129,16.6,34,60,95
2024-03-25 9:09,ICW0W2000503,19,6,394,1373,17.9,37,47,79
2024-03-25 9:09,ICW0W2000501,34,13,368,3242,19,32,48,72
2024-03-25 9:09,ICW0W2000500,13,7,2500,6,19.8,34,60,78
2024-03-25 9:09,ICW0W2000459,9,2,534,23,19.8,32,58,99
2024-03-25 9:09,ICW0W2000455,73,26,143,52,20.5,36,57,97
2024-03-25 9:09,ICW0W2000447,9,2,294,174,20.3,31,48,98
2024-03-25 9:09,ICW0W2000398,30,9,571,40,20.7,30,59,95
2024-03-25 9:09,ICW0W2000388,9,2,458,243,17.6,35,47,97
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-25 9:09,ICW0W2000380,76,23,396,254,16.9,35,50,90
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-25 9:09,ICW0W2000287,29,7,363,31,17.7,32,54,94
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-25 9:09,ICW0W2000275,3,1,439,300,18.4,39,49,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-25 9:09,ICW0W2000262,16,4,491,23,15.9,37,65,95
2024-03-25 9:09,ICW0W2000248,19,4,1603,80,20.5,29,64,80
2024-03-25 9:08,ICW0W2100481,8,2,723,5825,21.7,35,63,72
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 9:08,ICW0W2100582,14,5,545,143,25.5,23,67,93
2024-03-25 9:08,ICW0W2100579,14,5,0,131,24.8,19,67,93
2024-03-25 9:09,ICW0W2100562,129,65,654,972,23.8,21,83,62
2024-03-25 9:08,ICW0W2100560,8,3,892,6000,25.3,26,57,64
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-25 10:52,ICW0W2100481,14,5,1341,5855,22.4,38,77,70
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 10:52,ICW0W2100582,9,2,737,50,23.2,27,76,97
2024-03-25 10:52,ICW0W2100579,7,2,0,198,28.3,17,61,90
2024-03-25 10:53,ICW0W2100562,11,6,586,459,23.9,19,59,86
2024-03-25 10:52,ICW0W2100560,13,4,550,6000,24.7,21,57,65
2024-03-23 16:03,ICW0W2100549,35,13,1395,93,21.6,39,75,84
2024-03-25 10:52,ICW0W2100509,18,5,328,6000,22.5,31,86,69
2024-03-25 10:52,ICW0W2100506,0,0,342,14,16.7,32,58,98
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-25 10:52,ICW0W2100497,5,1,1028,31,23.5,25,78,93
2024-03-25 10:55,ICW0W2100491,40,21,1612,60000,25.6,36,79,53
2024-03-25 10:52,ICW0W2100489,3,1,184,2,23.6,28,65,100
2024-03-25 10:52,ICW0W2100488,9,3,344,70,21.4,21,64,99
2024-03-25 10:52,ICW0W2100485,12,4,1215,1,22.9,35,66,92
2024-03-25 10:53,ICW0W2100479,10,2,468,49,21.9,22,70,99
2024-03-25 10:52,ICW0W2100467,3,1,,4920,23.5,23,86,66
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
